"Step","Name: olmo2_1b_step2000_omigsm8k_n32_v3 - critic/score/mean","Name: olmo2_1b_step2000_omigsm8k_n32_v3 - critic/score/mean__MIN","Name: olmo2_1b_step2000_omigsm8k_n32_v3 - critic/score/mean__MAX","Name: olmo2_1b_step2000_omigsm8k_n32_v2 - critic/score/mean","Name: olmo2_1b_step2000_omigsm8k_n32_v2 - critic/score/mean__MIN","Name: olmo2_1b_step2000_omigsm8k_n32_v2 - critic/score/mean__MAX","Name: olmo2_1b_step2000_omigsm8k_n32 - critic/score/mean","Name: olmo2_1b_step2000_omigsm8k_n32 - critic/score/mean__MIN","Name: olmo2_1b_step2000_omigsm8k_n32 - critic/score/mean__MAX"
"1","0.00030517578125","0.00030517578125","0.00030517578125","0.00042724609375","0.00042724609375","0.00042724609375","0.00054931640625","0.00054931640625","0.00054931640625"
"2","0.00042724609375","0.00042724609375","0.00042724609375","0.0003662109375","0.0003662109375","0.0003662109375","0.00048828125","0.00048828125","0.00048828125"
"3","0.0009765625","0.0009765625","0.0009765625","0.000732421875","0.000732421875","0.000732421875","0.00079345703125","0.00079345703125","0.00079345703125"
"4","0.00079345703125","0.00079345703125","0.00079345703125","0.00091552734375","0.00091552734375","0.00091552734375","0.00103759765625","0.00103759765625","0.00103759765625"
"5","0.00201416015625","0.00201416015625","0.00201416015625","0.0010986328125","0.0010986328125","0.0010986328125","0.00152587890625","0.00152587890625","0.00152587890625"
"6","0.003662109375","0.003662109375","0.003662109375","0.00146484375","0.00146484375","0.00146484375","0.0015869140625","0.0015869140625","0.0015869140625"
"7","0.00323486328125","0.00323486328125","0.00323486328125","0.00103759765625","0.00103759765625","0.00103759765625","0.00201416015625","0.00201416015625","0.00201416015625"
"8","0.0048828125","0.0048828125","0.0048828125","0.001708984375","0.001708984375","0.001708984375","0.002685546875","0.002685546875","0.002685546875"
"9","0.00457763671875","0.00457763671875","0.00457763671875","0.00262451171875","0.00262451171875","0.00262451171875","0.00323486328125","0.00323486328125","0.00323486328125"
"10","0.00823974609375","0.00823974609375","0.00823974609375","0.0025634765625","0.0025634765625","0.0025634765625","0.004150390625","0.004150390625","0.004150390625"
"11","0.008544921875","0.008544921875","0.008544921875","0.0030517578125","0.0030517578125","0.0030517578125","0.00482177734375","0.00482177734375","0.00482177734375"
"12","0.008544921875","0.008544921875","0.008544921875","0.0028076171875","0.0028076171875","0.0028076171875","0.00482177734375","0.00482177734375","0.00482177734375"
"13","0.01153564453125","0.01153564453125","0.01153564453125","0.004638671875","0.004638671875","0.004638671875","0.0057373046875","0.0057373046875","0.0057373046875"
"14","0.01416015625","0.01416015625","0.01416015625","0.00543212890625","0.00543212890625","0.00543212890625","0.0078125","0.0078125","0.0078125"
"15","0.0107421875","0.0107421875","0.0107421875","0.00482177734375","0.00482177734375","0.00482177734375","0.00726318359375","0.00726318359375","0.00726318359375"
"16","0.0150146484375","0.0150146484375","0.0150146484375","0.0068359375","0.0068359375","0.0068359375","0.00738525390625","0.00738525390625","0.00738525390625"
"17","0.016357421875","0.016357421875","0.016357421875","0.0069580078125","0.0069580078125","0.0069580078125","0.00927734375","0.00927734375","0.00927734375"
"18","0.01519775390625","0.01519775390625","0.01519775390625","0.00750732421875","0.00750732421875","0.00750732421875","0.00872802734375","0.00872802734375","0.00872802734375"
"19","0.0159912109375","0.0159912109375","0.0159912109375","0.00933837890625","0.00933837890625","0.00933837890625","0.00994873046875","0.00994873046875","0.00994873046875"
"20","0.01544189453125","0.01544189453125","0.01544189453125","0.00860595703125","0.00860595703125","0.00860595703125","0.009521484375","0.009521484375","0.009521484375"
"21","0.01348876953125","0.01348876953125","0.01348876953125","0.00799560546875","0.00799560546875","0.00799560546875","0.00848388671875","0.00848388671875","0.00848388671875"
"22","0.01708984375","0.01708984375","0.01708984375","0.01220703125","0.01220703125","0.01220703125","0.010986328125","0.010986328125","0.010986328125"
"23","0.01666259765625","0.01666259765625","0.01666259765625","0.0115966796875","0.0115966796875","0.0115966796875","0.0126953125","0.0126953125","0.0126953125"
"24","0.01666259765625","0.01666259765625","0.01666259765625","0.01385498046875","0.01385498046875","0.01385498046875","0.01214599609375","0.01214599609375","0.01214599609375"
"25","0.02008056640625","0.02008056640625","0.02008056640625","0.01092529296875","0.01092529296875","0.01092529296875","0.0091552734375","0.0091552734375","0.0091552734375"
"26","0.01788330078125","0.01788330078125","0.01788330078125","0.01300048828125","0.01300048828125","0.01300048828125","0.01171875","0.01171875","0.01171875"
"27","0.01715087890625","0.01715087890625","0.01715087890625","0.011474609375","0.011474609375","0.011474609375","0.01007080078125","0.01007080078125","0.01007080078125"
"28","0.0203857421875","0.0203857421875","0.0203857421875","0.0120849609375","0.0120849609375","0.0120849609375","0.01123046875","0.01123046875","0.01123046875"
"29","0.0146484375","0.0146484375","0.0146484375","0.01031494140625","0.01031494140625","0.01031494140625","0.01092529296875","0.01092529296875","0.01092529296875"
"30","0.0162353515625","0.0162353515625","0.0162353515625","0.014404296875","0.014404296875","0.014404296875","0.01019287109375","0.01019287109375","0.01019287109375"
"31","0.02001953125","0.02001953125","0.02001953125","0.01416015625","0.01416015625","0.01416015625","0.01385498046875","0.01385498046875","0.01385498046875"
"32","0.02044677734375","0.02044677734375","0.02044677734375","0.0137939453125","0.0137939453125","0.0137939453125","0.01312255859375","0.01312255859375","0.01312255859375"
"33","0.01422119140625","0.01422119140625","0.01422119140625","0.01324462890625","0.01324462890625","0.01324462890625","0.01116943359375","0.01116943359375","0.01116943359375"
"34","0.018798828125","0.018798828125","0.018798828125","0.0140380859375","0.0140380859375","0.0140380859375","0.0115966796875","0.0115966796875","0.0115966796875"
"35","0.02142333984375","0.02142333984375","0.02142333984375","0.017578125","0.017578125","0.017578125","0.0115966796875","0.0115966796875","0.0115966796875"
"36","0.0223388671875","0.0223388671875","0.0223388671875","0.0184326171875","0.0184326171875","0.0184326171875","0.014892578125","0.014892578125","0.014892578125"
"37","0.018798828125","0.018798828125","0.018798828125","0.013916015625","0.013916015625","0.013916015625","0.01043701171875","0.01043701171875","0.01043701171875"
"38","0.01873779296875","0.01873779296875","0.01873779296875","0.01678466796875","0.01678466796875","0.01678466796875","0.01171875","0.01171875","0.01171875"
"39","0.0218505859375","0.0218505859375","0.0218505859375","0.01654052734375","0.01654052734375","0.01654052734375","0.01214599609375","0.01214599609375","0.01214599609375"
"40","0.01641845703125","0.01641845703125","0.01641845703125","0.01409912109375","0.01409912109375","0.01409912109375","0.00872802734375","0.00872802734375","0.00872802734375"
"41","0.01885986328125","0.01885986328125","0.01885986328125","0.015869140625","0.015869140625","0.015869140625","0.0125732421875","0.0125732421875","0.0125732421875"
"42","0.022705078125","0.022705078125","0.022705078125","0.01837158203125","0.01837158203125","0.01837158203125","0.01385498046875","0.01385498046875","0.01385498046875"
"43","0.020263671875","0.020263671875","0.020263671875","0.016845703125","0.016845703125","0.016845703125","0.014892578125","0.014892578125","0.014892578125"
"44","0.0201416015625","0.0201416015625","0.0201416015625","0.017333984375","0.017333984375","0.017333984375","0.01409912109375","0.01409912109375","0.01409912109375"
"45","0.02252197265625","0.02252197265625","0.02252197265625","0.021240234375","0.021240234375","0.021240234375","0.01324462890625","0.01324462890625","0.01324462890625"
"46","0.0205078125","0.0205078125","0.0205078125","0.017333984375","0.017333984375","0.017333984375","0.01470947265625","0.01470947265625","0.01470947265625"
"47","0.02496337890625","0.02496337890625","0.02496337890625","0.02117919921875","0.02117919921875","0.02117919921875","0.01513671875","0.01513671875","0.01513671875"
"48","0.0238037109375","0.0238037109375","0.0238037109375","0.0196533203125","0.0196533203125","0.0196533203125","0.014892578125","0.014892578125","0.014892578125"
"49","0.0289306640625","0.0289306640625","0.0289306640625","0.0211181640625","0.0211181640625","0.0211181640625","0.01885986328125","0.01885986328125","0.01885986328125"
"50","0.01983642578125","0.01983642578125","0.01983642578125","0.01702880859375","0.01702880859375","0.01702880859375","0.01666259765625","0.01666259765625","0.01666259765625"
"51","0.02508544921875","0.02508544921875","0.02508544921875","0.01904296875","0.01904296875","0.01904296875","0.01617431640625","0.01617431640625","0.01617431640625"
"52","0.02740478515625","0.02740478515625","0.02740478515625","0.01947021484375","0.01947021484375","0.01947021484375","0.01739501953125","0.01739501953125","0.01739501953125"
"53","0.0245361328125","0.0245361328125","0.0245361328125","0.01953125","0.01953125","0.01953125","0.0152587890625","0.0152587890625","0.0152587890625"
"54","0.0201416015625","0.0201416015625","0.0201416015625","0.02099609375","0.02099609375","0.02099609375","0.01336669921875","0.01336669921875","0.01336669921875"
"55","0.02276611328125","0.02276611328125","0.02276611328125","0.01806640625","0.01806640625","0.01806640625","0.01861572265625","0.01861572265625","0.01861572265625"
"56","0.02728271484375","0.02728271484375","0.02728271484375","0.02166748046875","0.02166748046875","0.02166748046875","0.01641845703125","0.01641845703125","0.01641845703125"
"57","0.02093505859375","0.02093505859375","0.02093505859375","0.0194091796875","0.0194091796875","0.0194091796875","0.01727294921875","0.01727294921875","0.01727294921875"
"58","0.02313232421875","0.02313232421875","0.02313232421875","0.01971435546875","0.01971435546875","0.01971435546875","0.0147705078125","0.0147705078125","0.0147705078125"
"59","0.02227783203125","0.02227783203125","0.02227783203125","0.01531982421875","0.01531982421875","0.01531982421875","0.01251220703125","0.01251220703125","0.01251220703125"
"60","0.01910400390625","0.01910400390625","0.01910400390625","0.01702880859375","0.01702880859375","0.01702880859375","0.0135498046875","0.0135498046875","0.0135498046875"
"61","0.02093505859375","0.02093505859375","0.02093505859375","0.0181884765625","0.0181884765625","0.0181884765625","0.01776123046875","0.01776123046875","0.01776123046875"
"62","0.0211181640625","0.0211181640625","0.0211181640625","0.0172119140625","0.0172119140625","0.0172119140625","0.0152587890625","0.0152587890625","0.0152587890625"
"63","0.021728515625","0.021728515625","0.021728515625","0.01904296875","0.01904296875","0.01904296875","0.016845703125","0.016845703125","0.016845703125"
"64","0.03009033203125","0.03009033203125","0.03009033203125","0.02587890625","0.02587890625","0.02587890625","0.01873779296875","0.01873779296875","0.01873779296875"
"65","0.01934814453125","0.01934814453125","0.01934814453125","0.0185546875","0.0185546875","0.0185546875","0.01422119140625","0.01422119140625","0.01422119140625"
"66","0.02398681640625","0.02398681640625","0.02398681640625","0.023681640625","0.023681640625","0.023681640625","0.01763916015625","0.01763916015625","0.01763916015625"
"67","0.0283203125","0.0283203125","0.0283203125","0.02447509765625","0.02447509765625","0.02447509765625","0.01885986328125","0.01885986328125","0.01885986328125"
"68","0.02374267578125","0.02374267578125","0.02374267578125","0.0228271484375","0.0228271484375","0.0228271484375","0.01666259765625","0.01666259765625","0.01666259765625"
"69","0.0284423828125","0.0284423828125","0.0284423828125","0.02142333984375","0.02142333984375","0.02142333984375","0.02020263671875","0.02020263671875","0.02020263671875"
"70","0.0242919921875","0.0242919921875","0.0242919921875","0.01702880859375","0.01702880859375","0.01702880859375","0.01397705078125","0.01397705078125","0.01397705078125"
"71","0.02362060546875","0.02362060546875","0.02362060546875","0.017822265625","0.017822265625","0.017822265625","0.0166015625","0.0166015625","0.0166015625"
"72","0.026611328125","0.026611328125","0.026611328125","0.02435302734375","0.02435302734375","0.02435302734375","0.01654052734375","0.01654052734375","0.01654052734375"
"73","0.02093505859375","0.02093505859375","0.02093505859375","0.01763916015625","0.01763916015625","0.01763916015625","0.0162353515625","0.0162353515625","0.0162353515625"
"74","0.03094482421875","0.03094482421875","0.03094482421875","0.0242919921875","0.0242919921875","0.0242919921875","0.02056884765625","0.02056884765625","0.02056884765625"
"75","0.02789306640625","0.02789306640625","0.02789306640625","0.02301025390625","0.02301025390625","0.02301025390625","0.0164794921875","0.0164794921875","0.0164794921875"
"76","0.02294921875","0.02294921875","0.02294921875","0.02001953125","0.02001953125","0.02001953125","0.01251220703125","0.01251220703125","0.01251220703125"
"77","0.02301025390625","0.02301025390625","0.02301025390625","0.0201416015625","0.0201416015625","0.0201416015625","0.01715087890625","0.01715087890625","0.01715087890625"
"78","0.03033447265625","0.03033447265625","0.03033447265625","0.0228271484375","0.0228271484375","0.0228271484375","0.01654052734375","0.01654052734375","0.01654052734375"
"79","0.02850341796875","0.02850341796875","0.02850341796875","0.02386474609375","0.02386474609375","0.02386474609375","0.0177001953125","0.0177001953125","0.0177001953125"
"80","0.0316162109375","0.0316162109375","0.0316162109375","0.02447509765625","0.02447509765625","0.02447509765625","0.01898193359375","0.01898193359375","0.01898193359375"
"81","0.037109375","0.037109375","0.037109375","0.0321044921875","0.0321044921875","0.0321044921875","0.022216796875","0.022216796875","0.022216796875"
"82","0.02728271484375","0.02728271484375","0.02728271484375","0.0216064453125","0.0216064453125","0.0216064453125","0.01666259765625","0.01666259765625","0.01666259765625"
"83","0.0194091796875","0.0194091796875","0.0194091796875","0.01739501953125","0.01739501953125","0.01739501953125","0.01641845703125","0.01641845703125","0.01641845703125"
"84","0.0283203125","0.0283203125","0.0283203125","0.02325439453125","0.02325439453125","0.02325439453125","0.01837158203125","0.01837158203125","0.01837158203125"
"85","0.02618408203125","0.02618408203125","0.02618408203125","0.023193359375","0.023193359375","0.023193359375","0.01806640625","0.01806640625","0.01806640625"
"86","0.02923583984375","0.02923583984375","0.02923583984375","0.022705078125","0.022705078125","0.022705078125","0.01959228515625","0.01959228515625","0.01959228515625"
"87","0.032470703125","0.032470703125","0.032470703125","0.024658203125","0.024658203125","0.024658203125","0.0191650390625","0.0191650390625","0.0191650390625"
"88","0.03076171875","0.03076171875","0.03076171875","0.0235595703125","0.0235595703125","0.0235595703125","0.016845703125","0.016845703125","0.016845703125"
"89","0.03436279296875","0.03436279296875","0.03436279296875","0.0299072265625","0.0299072265625","0.0299072265625","0.0205078125","0.0205078125","0.0205078125"
"90","0.036376953125","0.036376953125","0.036376953125","0.026611328125","0.026611328125","0.026611328125","0.0169677734375","0.0169677734375","0.0169677734375"
"91","0.023193359375","0.023193359375","0.023193359375","0.024169921875","0.024169921875","0.024169921875","0.01727294921875","0.01727294921875","0.01727294921875"
"92","0.0255126953125","0.0255126953125","0.0255126953125","0.01873779296875","0.01873779296875","0.01873779296875","0.0146484375","0.0146484375","0.0146484375"
"93","0.023193359375","0.023193359375","0.023193359375","0.02264404296875","0.02264404296875","0.02264404296875","0.01708984375","0.01708984375","0.01708984375"
"94","0.0294189453125","0.0294189453125","0.0294189453125","0.02239990234375","0.02239990234375","0.02239990234375","0.01690673828125","0.01690673828125","0.01690673828125"
"95","0.0306396484375","0.0306396484375","0.0306396484375","0.02801513671875","0.02801513671875","0.02801513671875","0.017822265625","0.017822265625","0.017822265625"
"96","0.0272216796875","0.0272216796875","0.0272216796875","0.0235595703125","0.0235595703125","0.0235595703125","0.01751708984375","0.01751708984375","0.01751708984375"
"97","0.03350830078125","0.03350830078125","0.03350830078125","0.02789306640625","0.02789306640625","0.02789306640625","0.0164794921875","0.0164794921875","0.0164794921875"
"98","0.02264404296875","0.02264404296875","0.02264404296875","0.01812744140625","0.01812744140625","0.01812744140625","0.01300048828125","0.01300048828125","0.01300048828125"
"99","0.0391845703125","0.0391845703125","0.0391845703125","0.03375244140625","0.03375244140625","0.03375244140625","0.02001953125","0.02001953125","0.02001953125"
"100","0.03411865234375","0.03411865234375","0.03411865234375","0.02728271484375","0.02728271484375","0.02728271484375","0.0169677734375","0.0169677734375","0.0169677734375"
"101","0.03277587890625","0.03277587890625","0.03277587890625","0.0250244140625","0.0250244140625","0.0250244140625","0.01824951171875","0.01824951171875","0.01824951171875"
